state-code,state-name,3-to-2-ratio
"=""30""",GOA,1.9258072813150326
"=""03""",PUNJAB,1.5042161745955236
"=""04""",CHANDIGARH,1.2482660763507933
"=""10""",BIHAR,0.1115822158623265
"=""05""",UTTARAKHAND,0.11963687645467899
"=""09""",UTTAR PRADESH,0.12744829503431718
