state-code,state-name,2-to-1-ratio
"=""30""",GOA,3.3880135863270286
"=""35""",ANDAMAN & NICOBAR ISLANDS,2.090235148916821
"=""12""",ARUNACHAL PRADESH,1.779785126822585
"=""08""",RAJASTHAN,0.1223602994279958
"=""09""",UTTAR PRADESH,0.12927417723328094
"=""22""",CHHATTISGARH,0.15271092539926606
